OID_,FID,X,Y,Extract_GALa2_dry_vol
959,958,-93.537814010000005,44.064951769999986,235.972061157000013
960,959,-93.537814010000005,44.064913169999997,237.919113159000005
961,960,-93.537775409999995,44.065646569999991,159.860282898000008
962,961,-93.537775409999995,44.065607969999988,145.467933654999996
963,962,-93.537775409999995,44.065569369999992,150.235042571999998
964,963,-93.537775409999995,44.065530769999995,167.471714020000007
965,964,-93.537775409999995,44.065492169999999,173.691448212000012
966,965,-93.537775409999995,44.065453569999981,184.824012756000002
967,966,-93.537775409999995,44.065414969999992,203.218990326000011
968,967,-93.537775409999995,44.065376369999996,216.285663604999996
969,968,-93.537775409999995,44.065337769999999,223.773433684999986
970,969,-93.537775409999995,44.065299169999989,229.214031218999992
971,970,-93.537775409999995,44.065260569999992,231.595657348999993
972,971,-93.537775409999995,44.065221970000003,231.802265167000002
973,972,-93.537775409999995,44.065183370000000,231.419097899999997
974,973,-93.537775409999995,44.065144769999989,230.731437682999996
975,974,-93.537775409999995,44.065106169999993,229.172153473000009
976,975,-93.537775409999995,44.065067569999997,227.687973021999994
977,976,-93.537775409999995,44.065028970000000,228.207916259999990
978,977,-93.537775409999995,44.064990369999990,230.281951904000010
979,978,-93.537775409999995,44.064951769999986,233.050903320000003
980,979,-93.537775409999995,44.064913169999997,235.345447540000009
981,980,-93.537736809999998,44.065646569999991,164.461757659999989
982,981,-93.537736809999998,44.065607969999988,148.759662628000001
983,982,-93.537736809999998,44.065569369999992,160.167995453000003
984,983,-93.537736809999998,44.065530769999995,176.210350037000012
985,984,-93.537736809999998,44.065492169999999,174.174404143999993
986,985,-93.537736809999998,44.065453569999981,180.848796843999992
987,986,-93.537736809999998,44.065414969999992,197.251663207999997
988,987,-93.537736809999998,44.065376369999996,204.295337676999992
989,988,-93.537736809999998,44.065337769999999,207.097358703999987
990,989,-93.537736809999998,44.065299169999989,213.158630370999987
991,990,-93.537736809999998,44.065260569999992,221.196250915999997
992,991,-93.537736809999998,44.065221970000003,227.729705811000002
993,992,-93.537736809999998,44.065183370000000,229.316886901999993
994,993,-93.537736809999998,44.065144769999989,227.326969147000000
995,994,-93.537736809999998,44.065106169999993,222.807117462000008
996,995,-93.537736809999998,44.065067569999997,219.660480498999988
997,996,-93.537736809999998,44.065028970000000,220.589160918999994
998,997,-93.537736809999998,44.064990369999990,224.397102356000005
999,998,-93.537736809999998,44.064951769999986,228.926776885999999
1000,999,-93.537736809999998,44.064913169999997,232.564086914000001
1001,1000,-93.537698210000002,44.065646569999991,168.919975281000006
1002,1001,-93.537698210000002,44.065607969999988,157.889152526999993
1003,1002,-93.537698210000002,44.065569369999992,168.687496184999986
1004,1003,-93.537698210000002,44.065530769999995,184.608699798999993
1005,1004,-93.537698210000002,44.065492169999999,172.829296112000009
1006,1005,-93.537698210000002,44.065453569999981,179.853153228999986
1007,1006,-93.537698210000002,44.065414969999992,201.109001159999991
1008,1007,-93.537698210000002,44.065376369999996,206.863677978999988
1009,1008,-93.537698210000002,44.065337769999999,205.705356598000009
1010,1009,-93.537698210000002,44.065299169999989,208.385116576999991
1011,1010,-93.537698210000002,44.065260569999992,217.100753784000005
1012,1011,-93.537698210000002,44.065221970000003,225.327392578000001
1013,1012,-93.537698210000002,44.065183370000000,226.889770507999998
1014,1013,-93.537698210000002,44.065144769999989,223.723564148000008
1015,1014,-93.537698210000002,44.065106169999993,216.940769195999991
1016,1015,-93.537698210000002,44.065067569999997,212.986473082999993
1017,1016,-93.537698210000002,44.065028970000000,213.276447295999986
1018,1017,-93.537698210000002,44.064990369999990,217.066307067999986
1019,1018,-93.537698210000002,44.064951769999986,222.951122284000007
1020,1019,-93.537698210000002,44.064913169999997,227.446182251000010
1021,1020,-93.537659609999992,44.065646569999991,171.263809204000012
1022,1021,-93.537659609999992,44.065607969999988,161.169120789000004
1023,1022,-93.537659609999992,44.065569369999992,168.354698181000003
1024,1023,-93.537659609999992,44.065530769999995,177.200218201000013
1025,1024,-93.537659609999992,44.065492169999999,167.068511962999992
1026,1025,-93.537659609999992,44.065453569999981,173.859703064000001
1027,1026,-93.537659609999992,44.065414969999992,196.106170654000010
1028,1027,-93.537659609999992,44.065376369999996,202.781806945999989
1029,1028,-93.537659609999992,44.065337769999999,202.333572387999993
1030,1029,-93.537659609999992,44.065299169999989,204.083190918000014
1031,1030,-93.537659609999992,44.065260569999992,211.680412292000000
1032,1031,-93.537659609999992,44.065221970000003,218.652931212999988
1033,1032,-93.537659609999992,44.065183370000000,219.878646851000013
1034,1033,-93.537659609999992,44.065144769999989,216.305801392000006
1035,1034,-93.537659609999992,44.065106169999993,208.957458495999987
1036,1035,-93.537659609999992,44.065067569999997,204.996322631999988
1037,1036,-93.537659609999992,44.065028970000000,204.990379332999993
1038,1037,-93.537659609999992,44.064990369999990,207.629302978999988
1039,1038,-93.537659609999992,44.064951769999986,213.149520873999990
1040,1039,-93.537659609999992,44.064913169999997,217.760398865000013
1041,1040,-93.537621009999995,44.065646569999991,172.292869567999986
1042,1041,-93.537621009999995,44.065607969999988,161.379337311000000
1043,1042,-93.537621009999995,44.065569369999992,165.122966765999990
1044,1043,-93.537621009999995,44.065530769999995,168.290542603000006
1045,1044,-93.537621009999995,44.065492169999999,154.254791259999990
1046,1045,-93.537621009999995,44.065453569999981,167.280246734999992
1047,1046,-93.537621009999995,44.065414969999992,187.568485259999989
1048,1047,-93.537621009999995,44.065376369999996,193.541969298999987
1049,1048,-93.537621009999995,44.065337769999999,192.474365234000004
1050,1049,-93.537621009999995,44.065299169999989,193.931243896000012
1051,1050,-93.537621009999995,44.065260569999992,199.546485901000011
1052,1051,-93.537621009999995,44.065221970000003,205.181564331000004
1053,1052,-93.537621009999995,44.065183370000000,205.920150756999988
1054,1053,-93.537621009999995,44.065144769999989,202.669795990000011
1055,1054,-93.537621009999995,44.065106169999993,197.692646026999995
1056,1055,-93.537621009999995,44.065067569999997,196.361854553000001
1057,1056,-93.537621009999995,44.065028970000000,196.678371429000009
1058,1057,-93.537621009999995,44.064990369999990,196.818538665999995
1059,1058,-93.537621009999995,44.064951769999986,198.695404053000004
1060,1059,-93.537621009999995,44.064913169999997,200.975727081000002
1061,1060,-93.537582409999985,44.065646569999991,171.069988251000012
1062,1061,-93.537582409999985,44.065607969999988,162.276920318999998
1063,1062,-93.537582409999985,44.065569369999992,162.788757323999988
1064,1063,-93.537582409999985,44.065530769999995,163.532665253000005
1065,1064,-93.537582409999985,44.065492169999999,154.645790099999999
1066,1065,-93.537582409999985,44.065453569999981,166.333660126000012
1067,1066,-93.537582409999985,44.065414969999992,184.943679809999992
1068,1067,-93.537582409999985,44.065376369999996,188.887355804000009
1069,1068,-93.537582409999985,44.065337769999999,184.861003876000012
1070,1069,-93.537582409999985,44.065299169999989,183.559036254999995
1071,1070,-93.537582409999985,44.065260569999992,187.611587523999987
1072,1071,-93.537582409999985,44.065221970000003,190.196548462000010
1073,1072,-93.537582409999985,44.065183370000000,189.656883240000013
1074,1073,-93.537582409999985,44.065144769999989,189.058326720999986
1075,1074,-93.537582409999985,44.065106169999993,189.786621093999997
1076,1075,-93.537582409999985,44.065067569999997,190.713691710999996
1077,1076,-93.537582409999985,44.065028970000000,191.976459503000001
1078,1077,-93.537582409999985,44.064990369999990,191.010768890000008
1079,1078,-93.537582409999985,44.064951769999986,189.198375701999993
1080,1079,-93.537582409999985,44.064913169999997,188.303752898999988
1081,1080,-93.537543809999988,44.065646569999991,168.821666717999989
1082,1081,-93.537543809999988,44.065607969999988,160.560401917000007
1083,1082,-93.537543809999988,44.065569369999992,164.599384307999998
1084,1083,-93.537543809999988,44.065530769999995,169.210037231000001
1085,1084,-93.537543809999988,44.065492169999999,162.739093781000008
1086,1085,-93.537543809999988,44.065453569999981,166.568572998000008
1087,1086,-93.537543809999988,44.065414969999992,181.179336548000009
1088,1087,-93.537543809999988,44.065376369999996,184.468753815000014
1089,1088,-93.537543809999988,44.065337769999999,179.677768707000013
1090,1089,-93.537543809999988,44.065299169999989,179.051071167000003
1091,1090,-93.537543809999988,44.065260569999992,183.894447326999995
1092,1091,-93.537543809999988,44.065221970000003,185.408046721999995
1093,1092,-93.537543809999988,44.065183370000000,183.624717712000006
1094,1093,-93.537543809999988,44.065144769999989,182.434326171999999
1095,1094,-93.537543809999988,44.065106169999993,183.528202056999987
1096,1095,-93.537543809999988,44.065067569999997,186.575157165999997
1097,1096,-93.537543809999988,44.065028970000000,188.993991851999994
1098,1097,-93.537543809999988,44.064990369999990,188.171833037999988
1099,1098,-93.537543809999988,44.064951769999986,185.437515259000008
1100,1099,-93.537543809999988,44.064913169999997,185.961780548000007
1101,1100,-93.537505210000006,44.065646569999991,168.242595673000011
1102,1101,-93.537505210000006,44.065607969999988,158.420486449999999
1103,1102,-93.537505210000006,44.065569369999992,164.362861632999994
1104,1103,-93.537505210000006,44.065530769999995,172.594120026000013
1105,1104,-93.537505210000006,44.065492169999999,166.126365662000012
1106,1105,-93.537505210000006,44.065453569999981,166.336605071999998
1107,1106,-93.537505210000006,44.065414969999992,176.384166717999989
1108,1107,-93.537505210000006,44.065376369999996,180.091087340999991
1109,1108,-93.537505210000006,44.065337769999999,176.754428864000005
1110,1109,-93.537505210000006,44.065299169999989,177.581851959000005
1111,1110,-93.537505210000006,44.065260569999992,183.084323882999996
1112,1111,-93.537505210000006,44.065221970000003,183.879657745000003
1113,1112,-93.537505210000006,44.065183370000000,181.095855712999992
1114,1113,-93.537505210000006,44.065144769999989,178.921146392999987
1115,1114,-93.537505210000006,44.065106169999993,179.410396576000011
1116,1115,-93.537505210000006,44.065067569999997,182.683780670000004
1117,1116,-93.537505210000006,44.065028970000000,186.078903198000006
1118,1117,-93.537505210000006,44.064990369999990,184.625167847000000
1119,1118,-93.537505210000006,44.064951769999986,181.759487151999991
1120,1119,-93.537505210000006,44.064913169999997,184.194179534999989
1121,1120,-93.537466609999996,44.065646569999991,167.695148468000014
1122,1121,-93.537466609999996,44.065607969999988,154.994812012000011
1123,1122,-93.537466609999996,44.065569369999992,158.274738312000011
1124,1123,-93.537466609999996,44.065530769999995,170.731037140000012
1125,1124,-93.537466609999996,44.065492169999999,167.271598815999994
1126,1125,-93.537466609999996,44.065453569999981,167.323379517000006
1127,1126,-93.537466609999996,44.065414969999992,180.244804382000012
1128,1127,-93.537466609999996,44.065376369999996,183.079574584999989
1129,1128,-93.537466609999996,44.065337769999999,179.720394134999992
1130,1129,-93.537466609999996,44.065299169999989,177.962310790999993
1131,1130,-93.537466609999996,44.065260569999992,178.551204681000002
1132,1131,-93.537466609999996,44.065221970000003,178.932941437000011
1133,1132,-93.537466609999996,44.065183370000000,179.367393493999998
1134,1133,-93.537466609999996,44.065144769999989,179.949340820000003
1135,1134,-93.537466609999996,44.065106169999993,180.722187042000002
1136,1135,-93.537466609999996,44.065067569999997,183.325340270999988
1137,1136,-93.537466609999996,44.065028970000000,184.333759307999998
1138,1137,-93.537466609999996,44.064990369999990,181.507102965999991
1139,1138,-93.537466609999996,44.064951769999986,179.254459381000004
1140,1139,-93.537466609999996,44.064913169999997,182.601337432999998
1141,1140,-93.537428009999985,44.065646569999991,165.899711609000008
1142,1141,-93.537428009999985,44.065607969999988,150.323307037000006
1143,1142,-93.537428009999985,44.065569369999992,155.302581787000008
1144,1143,-93.537428009999985,44.065530769999995,173.902027129999993
1145,1144,-93.537428009999985,44.065492169999999,175.147918701000009
1146,1145,-93.537428009999985,44.065453569999981,170.848640442000004
1147,1146,-93.537428009999985,44.065414969999992,179.089496612999994
1148,1147,-93.537428009999985,44.065376369999996,183.436550140000008
1149,1148,-93.537428009999985,44.065337769999999,182.487663268999995
1150,1149,-93.537428009999985,44.065299169999989,180.658317565999994
1151,1150,-93.537428009999985,44.065260569999992,178.958236693999993
1152,1151,-93.537428009999985,44.065221970000003,178.730903624999996
1153,1152,-93.537428009999985,44.065183370000000,180.420684813999998
1154,1153,-93.537428009999985,44.065144769999989,181.952175140000008
1155,1154,-93.537428009999985,44.065106169999993,182.870197295999986
1156,1155,-93.537428009999985,44.065067569999997,182.699436187999993
1157,1156,-93.537428009999985,44.065028970000000,181.335147857999999
1158,1157,-93.537428009999985,44.064990369999990,178.535343170000004
1159,1158,-93.537428009999985,44.064951769999986,178.393959045000003
1160,1159,-93.537428009999985,44.064913169999997,183.287395476999990
1161,1160,-93.537389410000003,44.065646569999991,164.480659484999990
1162,1161,-93.537389410000003,44.065607969999988,146.767429351999994
1163,1162,-93.537389410000003,44.065569369999992,156.173549651999991
1164,1163,-93.537389410000003,44.065530769999995,178.473022460999999
1165,1164,-93.537389410000003,44.065492169999999,181.379344940000010
1166,1165,-93.537389410000003,44.065453569999981,172.448825835999997
1167,1166,-93.537389410000003,44.065414969999992,173.828079223999993
1168,1167,-93.537389410000003,44.065376369999996,179.161899567000006
1169,1168,-93.537389410000003,44.065337769999999,181.728656768999997
1170,1169,-93.537389410000003,44.065299169999989,182.472404479999994
1171,1170,-93.537389410000003,44.065260569999992,181.922512054000009
1172,1171,-93.537389410000003,44.065221970000003,182.120521545000003
1173,1172,-93.537389410000003,44.065183370000000,183.952468871999997
1174,1173,-93.537389410000003,44.065144769999989,184.786315918000014
1175,1174,-93.537389410000003,44.065106169999993,183.258804321000014
1176,1175,-93.537389410000003,44.065067569999997,180.841850281000006
1177,1176,-93.537389410000003,44.065028970000000,178.578578948999990
1178,1177,-93.537389410000003,44.064990369999990,177.254508971999996
1179,1178,-93.537389410000003,44.064951769999986,179.671886443999995
1180,1179,-93.537389410000003,44.064913169999997,185.888412476000013
1181,1180,-93.537350809999992,44.065646569999991,163.748664856000005
1182,1181,-93.537350809999992,44.065607969999988,145.536918640000010
1183,1182,-93.537350809999992,44.065569369999992,153.795009612999991
1184,1183,-93.537350809999992,44.065530769999995,175.470256804999991
1185,1184,-93.537350809999992,44.065492169999999,171.047615051000008
1186,1185,-93.537350809999992,44.065453569999981,164.142143250000004
1187,1186,-93.537350809999992,44.065414969999992,171.868537903000004
1188,1187,-93.537350809999992,44.065376369999996,176.532150268999999
1189,1188,-93.537350809999992,44.065337769999999,178.636005401999995
1190,1189,-93.537350809999992,44.065299169999989,178.681343078999987
1191,1190,-93.537350809999992,44.065260569999992,179.805622101000012
1192,1191,-93.537350809999992,44.065221970000003,183.006870270000007
1193,1192,-93.537350809999992,44.065183370000000,185.831542968999997
1194,1193,-93.537350809999992,44.065144769999989,185.992149353000002
1195,1194,-93.537350809999992,44.065106169999993,183.175033568999993
1196,1195,-93.537350809999992,44.065067569999997,178.842617034999989
1197,1196,-93.537350809999992,44.065028970000000,177.278327942000004
1198,1197,-93.537350809999992,44.064990369999990,179.013698578000003
1199,1198,-93.537350809999992,44.064951769999986,182.020183562999989
1200,1199,-93.537350809999992,44.064913169999997,188.295482635000013
1201,1200,-93.537312210000010,44.065646569999991,160.974594115999992
1202,1201,-93.537312210000010,44.065607969999988,143.835613251000012
1203,1202,-93.537312210000010,44.065569369999992,154.037288665999995
1204,1203,-93.537312210000010,44.065530769999995,166.040485382000014
1205,1204,-93.537312210000010,44.065492169999999,158.144588470000002
1206,1205,-93.537312210000010,44.065453569999981,158.216621398999990
1207,1206,-93.537312210000010,44.065414969999992,170.017730712999992
1208,1207,-93.537312210000010,44.065376369999996,176.390811920000004
1209,1208,-93.537312210000010,44.065337769999999,176.923355103000006
1210,1209,-93.537312210000010,44.065299169999989,174.695812224999997
1211,1210,-93.537312210000010,44.065260569999992,175.573883056999989
1212,1211,-93.537312210000010,44.065221970000003,179.772296906000008
1213,1212,-93.537312210000010,44.065183370000000,182.542510985999996
1214,1213,-93.537312210000010,44.065144769999989,182.340068817000002
1215,1214,-93.537312210000010,44.065106169999993,178.186553954999994
1216,1215,-93.537312210000010,44.065067569999997,173.941020965999996
1217,1216,-93.537312210000010,44.065028970000000,174.285736084000007
1218,1217,-93.537312210000010,44.064990369999990,177.567230225000003
1219,1218,-93.537312210000010,44.064951769999986,182.027473450000002
1220,1219,-93.537312210000010,44.064913169999997,188.531124115000011
1221,1220,-93.537273610000000,44.065646569999991,156.065181732000013
1222,1221,-93.537273610000000,44.065607969999988,140.554477692000006
1223,1222,-93.537273610000000,44.065569369999992,149.106296538999999
1224,1223,-93.537273610000000,44.065530769999995,160.516338348000005
1225,1224,-93.537273610000000,44.065492169999999,151.853546142999988
1226,1225,-93.537273610000000,44.065453569999981,156.202190398999988
1227,1226,-93.537273610000000,44.065414969999992,171.289894104000012
1228,1227,-93.537273610000000,44.065376369999996,179.004695892000001
1229,1228,-93.537273610000000,44.065337769999999,178.965435028000002
1230,1229,-93.537273610000000,44.065299169999989,176.422878265000008
1231,1230,-93.537273610000000,44.065260569999992,176.330169678000004
1232,1231,-93.537273610000000,44.065221970000003,178.387863159000005
1233,1232,-93.537273610000000,44.065183370000000,180.245536804000011
1234,1233,-93.537273610000000,44.065144769999989,178.854846954000010
1235,1234,-93.537273610000000,44.065106169999993,175.392814635999997
1236,1235,-93.537273610000000,44.065067569999997,172.927074432000012
1237,1236,-93.537273610000000,44.065028970000000,175.196460723999991
1238,1237,-93.537273610000000,44.064990369999990,179.537338256999988
1239,1238,-93.537273610000000,44.064951769999986,183.360927581999988
1240,1239,-93.537273610000000,44.064913169999997,187.757682799999998
1241,1240,-93.537235010000003,44.065646569999991,151.558662414999986
1242,1241,-93.537235010000003,44.065607969999988,135.721260070999989
1243,1242,-93.537235010000003,44.065569369999992,139.244453429999993
1244,1243,-93.537235010000003,44.065530769999995,153.685310364000003
1245,1244,-93.537235010000003,44.065492169999999,151.278476715000011
1246,1245,-93.537235010000003,44.065453569999981,160.605068206999988
1247,1246,-93.537235010000003,44.065414969999992,174.426464081000006
1248,1247,-93.537235010000003,44.065376369999996,180.793460845999988
1249,1248,-93.537235010000003,44.065337769999999,183.118595123000006
1250,1249,-93.537235010000003,44.065299169999989,183.968078612999989
1251,1250,-93.537235010000003,44.065260569999992,183.482395171999997
1252,1251,-93.537235010000003,44.065221970000003,181.948326111000000
1253,1252,-93.537235010000003,44.065183370000000,181.468208312999991
1254,1253,-93.537235010000003,44.065144769999989,181.321693420000003
1255,1254,-93.537235010000003,44.065106169999993,180.022594451999993
1256,1255,-93.537235010000003,44.065067569999997,179.576904296999999
1257,1256,-93.537235010000003,44.065028970000000,182.599948882999996
1258,1257,-93.537235010000003,44.064990369999990,186.149528502999999
1259,1258,-93.537235010000003,44.064951769999986,188.272960662999992
1260,1259,-93.537235010000003,44.064913169999997,188.865264892999988
1261,1260,-93.537196410000007,44.065646569999991,148.076030731000003
1262,1261,-93.537196410000007,44.065607969999988,132.501667023000010
1263,1262,-93.537196410000007,44.065569369999992,134.991773604999992
1264,1263,-93.537196410000007,44.065530769999995,151.319583892999987
1265,1264,-93.537196410000007,44.065492169999999,153.292316437000011
1266,1265,-93.537196410000007,44.065453569999981,154.782840728999986
1267,1266,-93.537196410000007,44.065414969999992,168.451164245999990
1268,1267,-93.537196410000007,44.065376369999996,175.956779479999994
1269,1268,-93.537196410000007,44.065337769999999,181.092361449999999
1270,1269,-93.537196410000007,44.065299169999989,186.117084503000001
1271,1270,-93.537196410000007,44.065260569999992,186.898372649999999
1272,1271,-93.537196410000007,44.065221970000003,183.300029754999997
1273,1272,-93.537196410000007,44.065183370000000,181.601356506000002
1274,1273,-93.537196410000007,44.065144769999989,182.395042418999992
1275,1274,-93.537196410000007,44.065106169999993,183.475086212000008
1276,1275,-93.537196410000007,44.065067569999997,182.243267059000004
1277,1276,-93.537196410000007,44.065028970000000,183.147018433000000
1278,1277,-93.537196410000007,44.064990369999990,185.018882751000007
1279,1278,-93.537196410000007,44.064951769999986,188.163318634000007
1280,1279,-93.537196410000007,44.064913169999997,191.586936951000013
1281,1280,-93.537157809999997,44.065646569999991,146.912956237999992
1282,1281,-93.537157809999997,44.065607969999988,140.402786254999995
1283,1282,-93.537157809999997,44.065569369999992,144.982337951999995
1284,1283,-93.537157809999997,44.065530769999995,159.308990478999988
1285,1284,-93.537157809999997,44.065492169999999,161.086318970000008
1286,1285,-93.537157809999997,44.065453569999981,151.621452331999990
1287,1286,-93.537157809999997,44.065414969999992,161.876251220999990
1288,1287,-93.537157809999997,44.065376369999996,169.928428650000001
1289,1288,-93.537157809999997,44.065337769999999,176.830062865999992
1290,1289,-93.537157809999997,44.065299169999989,185.087089539000004
1291,1290,-93.537157809999997,44.065260569999992,186.728820801000012
1292,1291,-93.537157809999997,44.065221970000003,181.389198303000001
1293,1292,-93.537157809999997,44.065183370000000,178.757446289000001
1294,1293,-93.537157809999997,44.065144769999989,180.783813476999995
1295,1294,-93.537157809999997,44.065106169999993,182.903114318999997
1296,1295,-93.537157809999997,44.065067569999997,179.201980590999995
1297,1296,-93.537157809999997,44.065028970000000,175.412162781000006
1298,1297,-93.537157809999997,44.064990369999990,175.744918823000006
1299,1298,-93.537157809999997,44.064951769999986,182.009681701999995
1300,1299,-93.537157809999997,44.064913169999997,193.073699951000009
1301,1300,-93.537119209999986,44.065646569999991,138.341533661000000
1302,1301,-93.537119209999986,44.065607969999988,142.112365723000011
1303,1302,-93.537119209999986,44.065569369999992,144.567672729000009
1304,1303,-93.537119209999986,44.065530769999995,166.821262359999992
1305,1304,-93.537119209999986,44.065492169999999,173.059761046999995
1306,1305,-93.537119209999986,44.065453569999981,158.860042571999998
1307,1306,-93.537119209999986,44.065414969999992,155.767902373999988
1308,1307,-93.537119209999986,44.065376369999996,164.640968323000010
1309,1308,-93.537119209999986,44.065337769999999,173.173866271999998
1310,1309,-93.537119209999986,44.065299169999989,182.497222899999997
1311,1310,-93.537119209999986,44.065260569999992,184.123855590999995
1312,1311,-93.537119209999986,44.065221970000003,177.902896881000004
1313,1312,-93.537119209999986,44.065183370000000,174.652313232000012
1314,1313,-93.537119209999986,44.065144769999989,175.716896057000014
1315,1314,-93.537119209999986,44.065106169999993,176.280021667000000
1316,1315,-93.537119209999986,44.065067569999997,169.964805603000002
1317,1316,-93.537119209999986,44.065028970000000,161.263587951999995
1318,1317,-93.537119209999986,44.064990369999990,161.542091370000009
1319,1318,-93.537119209999986,44.064951769999986,175.759513854999994
1320,1319,-93.537119209999986,44.064913169999997,192.629211426000012
1321,1320,-93.537080609999990,44.065646569999991,111.504257202000005
1322,1321,-93.537080609999990,44.065607969999988,120.227661132999998
1323,1322,-93.537080609999990,44.065569369999992,125.393640517999998
1324,1323,-93.537080609999990,44.065530769999995,160.258453368999994
1325,1324,-93.537080609999990,44.065492169999999,177.536869048999989
1326,1325,-93.537080609999990,44.065453569999981,161.609039306999989
1327,1326,-93.537080609999990,44.065414969999992,149.986244201999995
1328,1327,-93.537080609999990,44.065376369999996,156.917102814000003
1329,1328,-93.537080609999990,44.065337769999999,167.102825165000013
1330,1329,-93.537080609999990,44.065299169999989,176.659549712999990
1331,1330,-93.537080609999990,44.065260569999992,177.708168029999996
1332,1331,-93.537080609999990,44.065221970000003,171.191345215000013
1333,1332,-93.537080609999990,44.065183370000000,167.449836731000005
1334,1333,-93.537080609999990,44.065144769999989,167.869907379000011
1335,1334,-93.537080609999990,44.065106169999993,168.001201629999997
1336,1335,-93.537080609999990,44.065067569999997,161.559898376000007
1337,1336,-93.537080609999990,44.065028970000000,156.024250031000008
1338,1337,-93.537080609999990,44.064990369999990,160.455036162999988
1339,1338,-93.537080609999990,44.064951769999986,178.642681121999999
1340,1339,-93.537080609999990,44.064913169999997,197.652053832999997
