Fields,BoundingBox,X,Y,id,left,top,right,bottom
16,"[-93.5311222643960,44.0774140790811;-93.5310832643960,44.0774530790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0774530790811,44.0774530790811,44.0774140790811,44.0774140790811,44.0774530790811,NaN]",16,-93.53112612,44.07744761,-93.53108712,44.07740861
17,"[-93.5311222643960,44.0773750790811;-93.5310832643960,44.0774140790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0774140790811,44.0774140790811,44.0773750790811,44.0773750790811,44.0774140790811,NaN]",17,-93.53112612,44.07740861,-93.53108712,44.07736961
18,"[-93.5311222643960,44.0773360790811;-93.5310832643960,44.0773750790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0773750790811,44.0773750790811,44.0773360790811,44.0773360790811,44.0773750790811,NaN]",18,-93.53112612,44.07736961,-93.53108712,44.07733061
19,"[-93.5311222643960,44.0772970790811;-93.5310832643960,44.0773360790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0773360790811,44.0773360790811,44.0772970790811,44.0772970790811,44.0773360790811,NaN]",19,-93.53112612,44.07733061,-93.53108712,44.07729161
20,"[-93.5311222643960,44.0772580790811;-93.5310832643960,44.0772970790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0772970790811,44.0772970790811,44.0772580790811,44.0772580790811,44.0772970790811,NaN]",20,-93.53112612,44.07729161,-93.53108712,44.07725261
21,"[-93.5311222643960,44.0772190790811;-93.5310832643960,44.0772580790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0772580790811,44.0772580790811,44.0772190790811,44.0772190790811,44.0772580790811,NaN]",21,-93.53112612,44.07725261,-93.53108712,44.07721361
22,"[-93.5311222643960,44.0771800790811;-93.5310832643960,44.0772190790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0772190790811,44.0772190790811,44.0771800790811,44.0771800790811,44.0772190790811,NaN]",22,-93.53112612,44.07721361,-93.53108712,44.07717461
23,"[-93.5311222643960,44.0771410790811;-93.5310832643960,44.0771800790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0771800790811,44.0771800790811,44.0771410790811,44.0771410790811,44.0771800790811,NaN]",23,-93.53112612,44.07717461,-93.53108712,44.07713561
24,"[-93.5311222643960,44.0771020790811;-93.5310832643960,44.0771410790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0771410790811,44.0771410790811,44.0771020790811,44.0771020790811,44.0771410790811,NaN]",24,-93.53112612,44.07713561,-93.53108712,44.07709661
25,"[-93.5311222643960,44.0770630790811;-93.5310832643960,44.0771020790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0771020790811,44.0771020790811,44.0770630790811,44.0770630790811,44.0771020790811,NaN]",25,-93.53112612,44.07709661,-93.53108712,44.07705761
26,"[-93.5311222643960,44.0770240790811;-93.5310832643960,44.0770630790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0770630790811,44.0770630790811,44.0770240790811,44.0770240790811,44.0770630790811,NaN]",26,-93.53112612,44.07705761,-93.53108712,44.07701861
27,"[-93.5311222643960,44.0769850790811;-93.5310832643960,44.0770240790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0770240790811,44.0770240790811,44.0769850790811,44.0769850790811,44.0770240790811,NaN]",27,-93.53112612,44.07701861,-93.53108712,44.07697961
28,"[-93.5311222643960,44.0769460790811;-93.5310832643960,44.0769850790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0769850790811,44.0769850790811,44.0769460790811,44.0769460790811,44.0769850790811,NaN]",28,-93.53112612,44.07697961,-93.53108712,44.07694061
29,"[-93.5311222643960,44.0769070790811;-93.5310832643960,44.0769460790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0769460790811,44.0769460790811,44.0769070790811,44.0769070790811,44.0769460790811,NaN]",29,-93.53112612,44.07694061,-93.53108712,44.07690161
30,"[-93.5311222643960,44.0768680790811;-93.5310832643960,44.0769070790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0769070790811,44.0769070790811,44.0768680790811,44.0768680790811,44.0769070790811,NaN]",30,-93.53112612,44.07690161,-93.53108712,44.07686261
31,"[-93.5311222643960,44.0768290790811;-93.5310832643960,44.0768680790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0768680790811,44.0768680790811,44.0768290790811,44.0768290790811,44.0768680790811,NaN]",31,-93.53112612,44.07686261,-93.53108712,44.07682361
32,"[-93.5311222643960,44.0767900790811;-93.5310832643960,44.0768290790811]","[-93.5311222643960,-93.5310832643960,-93.5310832643960,-93.5311222643960,-93.5311222643960,NaN]","[44.0768290790811,44.0768290790811,44.0767900790811,44.0767900790811,44.0768290790811,NaN]",32,-93.53112612,44.07682361,-93.53108712,44.07678461
33,"[-93.5310832643960,44.0779990790811;-93.5310442643960,44.0780380790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0780380790811,44.0780380790811,44.0779990790811,44.0779990790811,44.0780380790811,NaN]",33,-93.53108712,44.07803261,-93.53104812,44.07799361
34,"[-93.5310832643960,44.0779600790811;-93.5310442643960,44.0779990790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0779990790811,44.0779990790811,44.0779600790811,44.0779600790811,44.0779990790811,NaN]",34,-93.53108712,44.07799361,-93.53104812,44.07795461
35,"[-93.5310832643960,44.0779210790811;-93.5310442643960,44.0779600790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0779600790811,44.0779600790811,44.0779210790811,44.0779210790811,44.0779600790811,NaN]",35,-93.53108712,44.07795461,-93.53104812,44.07791561
36,"[-93.5310832643960,44.0778820790811;-93.5310442643960,44.0779210790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0779210790811,44.0779210790811,44.0778820790811,44.0778820790811,44.0779210790811,NaN]",36,-93.53108712,44.07791561,-93.53104812,44.07787661
37,"[-93.5310832643960,44.0778430790811;-93.5310442643960,44.0778820790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0778820790811,44.0778820790811,44.0778430790811,44.0778430790811,44.0778820790811,NaN]",37,-93.53108712,44.07787661,-93.53104812,44.07783761
38,"[-93.5310832643960,44.0778040790811;-93.5310442643960,44.0778430790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0778430790811,44.0778430790811,44.0778040790811,44.0778040790811,44.0778430790811,NaN]",38,-93.53108712,44.07783761,-93.53104812,44.07779861
39,"[-93.5310832643960,44.0777650790811;-93.5310442643960,44.0778040790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0778040790811,44.0778040790811,44.0777650790811,44.0777650790811,44.0778040790811,NaN]",39,-93.53108712,44.07779861,-93.53104812,44.07775961
40,"[-93.5310832643960,44.0777260790811;-93.5310442643960,44.0777650790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0777650790811,44.0777650790811,44.0777260790811,44.0777260790811,44.0777650790811,NaN]",40,-93.53108712,44.07775961,-93.53104812,44.07772061
41,"[-93.5310832643960,44.0776870790811;-93.5310442643960,44.0777260790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0777260790811,44.0777260790811,44.0776870790811,44.0776870790811,44.0777260790811,NaN]",41,-93.53108712,44.07772061,-93.53104812,44.07768161
42,"[-93.5310832643960,44.0776480790811;-93.5310442643960,44.0776870790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0776870790811,44.0776870790811,44.0776480790811,44.0776480790811,44.0776870790811,NaN]",42,-93.53108712,44.07768161,-93.53104812,44.07764261
43,"[-93.5310832643960,44.0776090790811;-93.5310442643960,44.0776480790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0776480790811,44.0776480790811,44.0776090790811,44.0776090790811,44.0776480790811,NaN]",43,-93.53108712,44.07764261,-93.53104812,44.07760361
44,"[-93.5310832643960,44.0775700790811;-93.5310442643960,44.0776090790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0776090790811,44.0776090790811,44.0775700790811,44.0775700790811,44.0776090790811,NaN]",44,-93.53108712,44.07760361,-93.53104812,44.07756461
45,"[-93.5310832643960,44.0775310790811;-93.5310442643960,44.0775700790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0775700790811,44.0775700790811,44.0775310790811,44.0775310790811,44.0775700790811,NaN]",45,-93.53108712,44.07756461,-93.53104812,44.07752561
46,"[-93.5310832643960,44.0774920790811;-93.5310442643960,44.0775310790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0775310790811,44.0775310790811,44.0774920790811,44.0774920790811,44.0775310790811,NaN]",46,-93.53108712,44.07752561,-93.53104812,44.07748661
47,"[-93.5310832643960,44.0774530790811;-93.5310442643960,44.0774920790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0774920790811,44.0774920790811,44.0774530790811,44.0774530790811,44.0774920790811,NaN]",47,-93.53108712,44.07748661,-93.53104812,44.07744761
48,"[-93.5310832643960,44.0774140790811;-93.5310442643960,44.0774530790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0774530790811,44.0774530790811,44.0774140790811,44.0774140790811,44.0774530790811,NaN]",48,-93.53108712,44.07744761,-93.53104812,44.07740861
49,"[-93.5310832643960,44.0773750790811;-93.5310442643960,44.0774140790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0774140790811,44.0774140790811,44.0773750790811,44.0773750790811,44.0774140790811,NaN]",49,-93.53108712,44.07740861,-93.53104812,44.07736961
50,"[-93.5310832643960,44.0773360790811;-93.5310442643960,44.0773750790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0773750790811,44.0773750790811,44.0773360790811,44.0773360790811,44.0773750790811,NaN]",50,-93.53108712,44.07736961,-93.53104812,44.07733061
51,"[-93.5310832643960,44.0772970790811;-93.5310442643960,44.0773360790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0773360790811,44.0773360790811,44.0772970790811,44.0772970790811,44.0773360790811,NaN]",51,-93.53108712,44.07733061,-93.53104812,44.07729161
52,"[-93.5310832643960,44.0772580790811;-93.5310442643960,44.0772970790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0772970790811,44.0772970790811,44.0772580790811,44.0772580790811,44.0772970790811,NaN]",52,-93.53108712,44.07729161,-93.53104812,44.07725261
53,"[-93.5310832643960,44.0772190790811;-93.5310442643960,44.0772580790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0772580790811,44.0772580790811,44.0772190790811,44.0772190790811,44.0772580790811,NaN]",53,-93.53108712,44.07725261,-93.53104812,44.07721361
54,"[-93.5310832643960,44.0771800790811;-93.5310442643960,44.0772190790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0772190790811,44.0772190790811,44.0771800790811,44.0771800790811,44.0772190790811,NaN]",54,-93.53108712,44.07721361,-93.53104812,44.07717461
55,"[-93.5310832643960,44.0771410790811;-93.5310442643960,44.0771800790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0771800790811,44.0771800790811,44.0771410790811,44.0771410790811,44.0771800790811,NaN]",55,-93.53108712,44.07717461,-93.53104812,44.07713561
56,"[-93.5310832643960,44.0771020790811;-93.5310442643960,44.0771410790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0771410790811,44.0771410790811,44.0771020790811,44.0771020790811,44.0771410790811,NaN]",56,-93.53108712,44.07713561,-93.53104812,44.07709661
57,"[-93.5310832643960,44.0770630790811;-93.5310442643960,44.0771020790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0771020790811,44.0771020790811,44.0770630790811,44.0770630790811,44.0771020790811,NaN]",57,-93.53108712,44.07709661,-93.53104812,44.07705761
58,"[-93.5310832643960,44.0770240790811;-93.5310442643960,44.0770630790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0770630790811,44.0770630790811,44.0770240790811,44.0770240790811,44.0770630790811,NaN]",58,-93.53108712,44.07705761,-93.53104812,44.07701861
59,"[-93.5310832643960,44.0769850790811;-93.5310442643960,44.0770240790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0770240790811,44.0770240790811,44.0769850790811,44.0769850790811,44.0770240790811,NaN]",59,-93.53108712,44.07701861,-93.53104812,44.07697961
60,"[-93.5310832643960,44.0769460790811;-93.5310442643960,44.0769850790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0769850790811,44.0769850790811,44.0769460790811,44.0769460790811,44.0769850790811,NaN]",60,-93.53108712,44.07697961,-93.53104812,44.07694061
61,"[-93.5310832643960,44.0769070790811;-93.5310442643960,44.0769460790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0769460790811,44.0769460790811,44.0769070790811,44.0769070790811,44.0769460790811,NaN]",61,-93.53108712,44.07694061,-93.53104812,44.07690161
62,"[-93.5310832643960,44.0768680790811;-93.5310442643960,44.0769070790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0769070790811,44.0769070790811,44.0768680790811,44.0768680790811,44.0769070790811,NaN]",62,-93.53108712,44.07690161,-93.53104812,44.07686261
63,"[-93.5310832643960,44.0768290790811;-93.5310442643960,44.0768680790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0768680790811,44.0768680790811,44.0768290790811,44.0768290790811,44.0768680790811,NaN]",63,-93.53108712,44.07686261,-93.53104812,44.07682361
64,"[-93.5310832643960,44.0767900790811;-93.5310442643960,44.0768290790811]","[-93.5310832643960,-93.5310442643960,-93.5310442643960,-93.5310832643960,-93.5310832643960,NaN]","[44.0768290790811,44.0768290790811,44.0767900790811,44.0767900790811,44.0768290790811,NaN]",64,-93.53108712,44.07682361,-93.53104812,44.07678461
65,"[-93.5310442643960,44.0779990790811;-93.5310052643960,44.0780380790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0780380790811,44.0780380790811,44.0779990790811,44.0779990790811,44.0780380790811,NaN]",65,-93.53104812,44.07803261,-93.53100912,44.07799361
66,"[-93.5310442643960,44.0779600790811;-93.5310052643960,44.0779990790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0779990790811,44.0779990790811,44.0779600790811,44.0779600790811,44.0779990790811,NaN]",66,-93.53104812,44.07799361,-93.53100912,44.07795461
67,"[-93.5310442643960,44.0779210790811;-93.5310052643960,44.0779600790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0779600790811,44.0779600790811,44.0779210790811,44.0779210790811,44.0779600790811,NaN]",67,-93.53104812,44.07795461,-93.53100912,44.07791561
68,"[-93.5310442643960,44.0778820790811;-93.5310052643960,44.0779210790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0779210790811,44.0779210790811,44.0778820790811,44.0778820790811,44.0779210790811,NaN]",68,-93.53104812,44.07791561,-93.53100912,44.07787661
69,"[-93.5310442643960,44.0778430790811;-93.5310052643960,44.0778820790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0778820790811,44.0778820790811,44.0778430790811,44.0778430790811,44.0778820790811,NaN]",69,-93.53104812,44.07787661,-93.53100912,44.07783761
70,"[-93.5310442643960,44.0778040790811;-93.5310052643960,44.0778430790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0778430790811,44.0778430790811,44.0778040790811,44.0778040790811,44.0778430790811,NaN]",70,-93.53104812,44.07783761,-93.53100912,44.07779861
71,"[-93.5310442643960,44.0777650790811;-93.5310052643960,44.0778040790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0778040790811,44.0778040790811,44.0777650790811,44.0777650790811,44.0778040790811,NaN]",71,-93.53104812,44.07779861,-93.53100912,44.07775961
72,"[-93.5310442643960,44.0777260790811;-93.5310052643960,44.0777650790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0777650790811,44.0777650790811,44.0777260790811,44.0777260790811,44.0777650790811,NaN]",72,-93.53104812,44.07775961,-93.53100912,44.07772061
73,"[-93.5310442643960,44.0776870790811;-93.5310052643960,44.0777260790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0777260790811,44.0777260790811,44.0776870790811,44.0776870790811,44.0777260790811,NaN]",73,-93.53104812,44.07772061,-93.53100912,44.07768161
74,"[-93.5310442643960,44.0776480790811;-93.5310052643960,44.0776870790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0776870790811,44.0776870790811,44.0776480790811,44.0776480790811,44.0776870790811,NaN]",74,-93.53104812,44.07768161,-93.53100912,44.07764261
75,"[-93.5310442643960,44.0776090790811;-93.5310052643960,44.0776480790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0776480790811,44.0776480790811,44.0776090790811,44.0776090790811,44.0776480790811,NaN]",75,-93.53104812,44.07764261,-93.53100912,44.07760361
76,"[-93.5310442643960,44.0775700790811;-93.5310052643960,44.0776090790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0776090790811,44.0776090790811,44.0775700790811,44.0775700790811,44.0776090790811,NaN]",76,-93.53104812,44.07760361,-93.53100912,44.07756461
77,"[-93.5310442643960,44.0775310790811;-93.5310052643960,44.0775700790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0775700790811,44.0775700790811,44.0775310790811,44.0775310790811,44.0775700790811,NaN]",77,-93.53104812,44.07756461,-93.53100912,44.07752561
78,"[-93.5310442643960,44.0774920790811;-93.5310052643960,44.0775310790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0775310790811,44.0775310790811,44.0774920790811,44.0774920790811,44.0775310790811,NaN]",78,-93.53104812,44.07752561,-93.53100912,44.07748661
79,"[-93.5310442643960,44.0774530790811;-93.5310052643960,44.0774920790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0774920790811,44.0774920790811,44.0774530790811,44.0774530790811,44.0774920790811,NaN]",79,-93.53104812,44.07748661,-93.53100912,44.07744761
80,"[-93.5310442643960,44.0774140790811;-93.5310052643960,44.0774530790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0774530790811,44.0774530790811,44.0774140790811,44.0774140790811,44.0774530790811,NaN]",80,-93.53104812,44.07744761,-93.53100912,44.07740861
81,"[-93.5310442643960,44.0773750790811;-93.5310052643960,44.0774140790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0774140790811,44.0774140790811,44.0773750790811,44.0773750790811,44.0774140790811,NaN]",81,-93.53104812,44.07740861,-93.53100912,44.07736961
82,"[-93.5310442643960,44.0773360790811;-93.5310052643960,44.0773750790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0773750790811,44.0773750790811,44.0773360790811,44.0773360790811,44.0773750790811,NaN]",82,-93.53104812,44.07736961,-93.53100912,44.07733061
83,"[-93.5310442643960,44.0772970790811;-93.5310052643960,44.0773360790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0773360790811,44.0773360790811,44.0772970790811,44.0772970790811,44.0773360790811,NaN]",83,-93.53104812,44.07733061,-93.53100912,44.07729161
84,"[-93.5310442643960,44.0772580790811;-93.5310052643960,44.0772970790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0772970790811,44.0772970790811,44.0772580790811,44.0772580790811,44.0772970790811,NaN]",84,-93.53104812,44.07729161,-93.53100912,44.07725261
85,"[-93.5310442643960,44.0772190790811;-93.5310052643960,44.0772580790811]","[-93.5310442643960,-93.5310052643960,-93.5310052643960,-93.5310442643960,-93.5310442643960,NaN]","[44.0772580790811,44.0772580790811,44.0772190790811,44.0772190790811,44.0772580790811,NaN]",85,-93.53104812,44.07725261,-93.53100912,44.07721361
