Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,X,Y,Height
104,2021,6162021,95.611,122.63,82.631,101.6652389,0.158247187,0.123803502,0.199240469,0.673823697,67.018,0.037309554,-0.023088224,66.98069045,0.243869146,0.311165463,1.282593007,1.346447311,32,8,206.4117393,-93.531009123,44.077759612,-93.530970123,44.077720612,21.357067743999895,1372.95395914699,1147.88431803399,15.421563943,11318.7648111979,202.12056986499897,-93.53098143676353,44.07774666098919,0.044692
1040,2021,6162021,77.661,102.93,69.804,84.6530453,0.165272766,0.139923916,0.228086328,0.67816963,58.395,0.023145031,-0.02078476,58.37185497,0.274473988,0.323030401,1.325375671,1.37329691,3,16,212.2059717,-93.529878123,44.077447612,-93.529839123,44.077408612,22.778452979,1464.32883029499,1146.803805881,16.6423053739999,12448.9133029509,222.301762899,-93.52985043676348,44.07743466098919,0.007674
1041,2021,6162021,81.923,107.63,73.272,88.81512786,0.162138451,0.135619062,0.22107653,0.680776735,60.065,0.026870351,-0.019211262,60.03812965,0.266339467,0.317370402,1.313794661,1.363538078,3,17,219.2575686,-93.529878123,44.077408612,-93.529839123,44.077369612,23.498044967999896,1510.587632921,1146.637112088,16.656806734,12900.6544053819,230.368567573,-93.52985043676348,44.07739566098919,0.0038431
1042,2021,6162021,84.45,110.7,75.517,91.44963967,0.161086303,0.134511914,0.219421063,0.682177055,61.433,0.027820163,-0.018384953,61.40517984,0.264242763,0.315431016,1.310834813,1.36055705,3,18,212.6315786,-93.529878123,44.077369612,-93.529839123,44.077330612,23.01342837,1479.433892144,1146.39179145,16.6793433299999,12674.549587674,226.330968221,-93.52985043676348,44.07735666098919,0.0042279
1043,2021,6162021,85.187,111.06,75.767,91.89085348,0.1596715,0.131838958,0.214749336,0.68221682,61.166,0.030152125,-0.018330674,61.13584788,0.259173096,0.312952159,1.303720051,1.355600722,3,19,214.2020335,-93.529878123,44.077330612,-93.529839123,44.077291612,22.5978382959999,1452.717081706,1146.216986762,16.725571314,12335.456705729,220.27575344499897,-93.52985043676348,44.0773176609892,0.0042328
1044,2021,6162021,87.115,113.9,79.567,94.68041106,0.154932291,0.133248763,0.220547065,0.69856892,61.118,0.028729569,-0.008932148,61.08927043,0.261848347,0.303533039,1.307467141,1.347527537,3,20,205.3490251,-93.529878123,44.077291612,-93.529839123,44.077252612,22.793864568,1465.31778971399,1146.069396973,16.7694435119999,12383.811360677,221.13920847599897,-93.52985043676348,44.0772786609892,0.0040539
1045,2021,6162021,85.431,112.06,76.951,92.69547951,0.159735267,0.134836524,0.220914219,0.686694628,61.738,0.027486318,-0.015772367,61.71051368,0.2648577,0.312754362,1.311701841,1.358168755,3,21,212.4850017,-93.529878123,44.077252612,-93.529839123,44.077213612,23.535345077999896,1512.98490397099,1145.985894097,16.824950112,12857.6449652779,229.600519816,-93.52985043676348,44.07723966098919,0.0035809
1046,2021,6162021,90.223,117.52,82.522,97.91326198,0.152764324,0.131397929,0.217990593,0.702195371,62.295,0.030290252,-0.006853048,62.26470975,0.258335587,0.299466895,1.302550347,1.341829831,3,22,214.2877107,-93.529878123,44.077213612,-93.529839123,44.077174612,23.6753141619999,1521.98194715699,1145.72226291199,16.835696114,12885.7962239579,230.10322401299896,-93.52985043676348,44.07720066098919,0.0032279
1047,2021,6162021,87.354,113.18,78.131,94.06537953,0.155354796,0.128786141,0.210991561,0.690325146,60.875,0.032711679,-0.013624244,60.84228832,0.253369921,0.304798972,1.295647595,1.344695272,3,23,207.5510237,-93.529878123,44.077174612,-93.529839123,44.077135612,23.020149019,1479.86452908,1145.572102865,16.892505434,12517.662760417,223.529434204,-93.52985043676348,44.07716166098919,0.0025662
1048,2021,6162021,88.255,115.9,79.023,95.68418461,0.161677667,0.135411819,0.220926701,0.681820535,64.522,0.02703953,-0.018602434,64.49496047,0.265947136,0.316491396,1.313240043,1.362458837,3,24,205.8347392,-93.529878123,44.077135612,-93.529839123,44.077096612,22.613940345,1453.75219726599,1145.344414605,16.8396994269999,12352.579644097,220.581512451,-93.52985043676348,44.0771226609892,0.0021961
1049,2021,6162021,85.475,113.15,77.924,93.41849906,0.16140919,0.139332914,0.22928559,0.688678745,62.901,0.023558212,-0.014667925,62.87744179,0.27335893,0.315584353,1.323778883,1.365184504,3,25,207.6030855,-93.529878123,44.077096612,-93.529839123,44.077057612,22.281524445999896,1432.383992513,1145.17655436199,16.8367845749999,12117.212673611,216.378529866999,-93.52985043676348,44.07708366098919,0.0027034
105,2021,6162021,89.318,117.48,76.943,96.08933478,0.171224836,0.136181201,0.216872666,0.654945523,68.699,0.026662343,-0.034396862,68.67233766,0.267403322,0.335163677,1.315300387,1.382271381,32,9,204.4382303,-93.531009123,44.077720612,-93.530970123,44.077681612,21.517047563999895,1383.23746744799,1147.88657633499,15.214446227,11302.5491536459,201.83101145399897,-93.53098143676353,44.077707660989184,0.055554
1050,2021,6162021,82.534,109.51,74.026,89.97064323,0.166302785,0.140467809,0.228575302,0.675974797,62.46,0.022691773,-0.022075394,62.43730823,0.275499678,0.324977631,1.326847118,1.375797997,3,26,219.8948739,-93.529878123,44.077057612,-93.529839123,44.077018612,21.659987768,1392.427266439,1144.858846029,16.55161953,11640.1420898439,207.859451293999,-93.52985043676348,44.0770446609892,0.0020373
1051,2021,6162021,83.544,110.75,75.561,91.2042162,0.163936364,0.140024911,0.229135961,0.682266366,62.395,0.023018288,-0.018397287,62.37198171,0.274664482,0.320423103,1.32564876,1.370733794,3,27,210.8345446,-93.529878123,44.077018612,-93.529839123,44.076979612,21.523852666,1383.67637803799,1144.731133355,16.6542121039999,11716.978190104,209.231518216,-93.52985043676348,44.0770056609892,0.0013382
1052,2021,6162021,84.725,112.13,77.33,92.61279866,0.161021446,0.139214142,0.229282577,0.689645947,62.205,0.023651914,-0.014107263,62.18134809,0.273134775,0.314843267,1.323458247,1.364326179,3,28,228.2750625,-93.529878123,44.076979612,-93.529839123,44.076940612,22.901732975,1472.251519097,1144.924275716,16.5109759439999,12447.2327473959,222.27174547,-93.52985043676348,44.07696666098919,0.00099265
1053,2021,6162021,90.318,118.54,83.617,98.65913611,0.153631863,0.1351253,0.225341542,0.705390585,63.145,0.027028635,-0.005047269,63.11797137,0.265404619,0.300854285,1.312473704,1.346602328,3,29,202.66714,-93.529878123,44.076940612,-93.529839123,44.076901612,22.720043394,1460.572007921,1145.484931098,16.543122398,12431.919596354,221.99831983799896,-93.52985043676348,44.07692766098919,-0.00053333
1054,2021,6162021,86.671,113.41,78.843,94.14511669,0.156259717,0.133640875,0.220549663,0.695203245,61.306,0.028428533,-0.010862457,61.27757147,0.26259189,0.306085612,1.308511498,1.35041544,3,30,173.9993637,-93.529878123,44.076901612,-93.529839123,44.076862612,19.475913154,1252.02162000899,1145.15224880599,16.529767142,10517.7542317709,187.816830105,-93.52985043676348,44.07688866098919,-0.0022917
1055,2021,6162021,80.819,107.69,72.424,88.26868572,0.168565174,0.142544918,0.231476935,0.672522983,62.137,0.020911882,-0.024130332,62.11608812,0.27941244,0.329156367,1.332483698,1.382047647,3,31,167.3700641,-93.529878123,44.076862612,-93.529839123,44.076823612,14.258085357,916.588887533,1144.429782444,17.087778091,10037.439453125,179.239754570999,-93.52985043676348,44.07684966098919,-0.0024157
1056,2021,6162021,81.519,108.11,74.634,89.26244716,0.161308688,0.140226442,0.231236141,0.690352419,60.067,0.02276747,-0.013707556,60.04423253,0.275044558,0.315312111,1.326193893,1.365740825,3,32,147.0979567,-93.529878123,44.076823612,-93.529839123,44.076784612,11.443881565,735.677734375,1144.266357422,17.303497314,9107.44466145799,162.632744682999,-93.52985043676348,44.07681066098919,-0.0041373
1059,2021,6162021,81.119,105.72,69.086,86.66003684,0.169323508,0.131669512,0.208920367,0.653480893,61.235,0.030659764,-0.03516499,61.20434024,0.258851355,0.332075711,1.303270504,1.374850583,2,3,197.7945574,-93.529839123,44.077954612,-93.529800123,44.077915612,16.770855374,1078.12492540099,1149.688842773,16.615705702,11452.8975694439,204.515769110999,-93.52981143676352,44.07794166098919,-0.0042304
106,2021,6162021,87.074,115.85,76.431,94.59528131,0.172556015,0.141806785,0.227490849,0.659741044,68.195,0.021669918,-0.031667949,68.17333008,0.278022764,0.337016492,1.330477525,1.389509928,32,10,200.6223837,-93.531009123,44.077681612,-93.530970123,44.077642612,21.937871614999896,1410.290100098,1148.01611328099,15.0758010549999,11539.677734375,206.065452576,-93.53098143676353,44.07766866098919,0.067339
1060,2021,6162021,79.384,104.23,68.737,85.42147959,0.16921541,0.135316479,0.216283503,0.65947424,60.339,0.027372984,-0.031694743,60.31162702,0.265766625,0.331317746,1.312984984,1.37748342,2,4,195.8548979,-93.529839123,44.077915612,-93.529800123,44.077876612,20.395529429,1311.139065213,1149.387179905,16.619261212,12495.951063368,223.141716851,-93.52981143676352,44.07790266098919,-0.0015711
1061,2021,6162021,79.074,103.52,69.548,85.25649962,0.164251452,0.133881727,0.216248253,0.67183153,58.418,0.028490295,-0.024402123,58.3895097,0.263048489,0.321719714,1.309153451,1.366328077,2,5,210.3924321,-93.529839123,44.077876612,-93.529800123,44.077837612,23.082734425999895,1483.889119466,1149.07470703099,16.5666010109999,12682.3657769099,226.470550537,-93.52981143676352,44.0778636609892,-0.0029142
1062,2021,6162021,76.817,101.58,68.409,83.46484124,0.166292561,0.138808388,0.225142743,0.673449498,57.934,0.024163918,-0.023530222,57.90983608,0.272368836,0.32513769,1.322363539,1.374407295,2,6,225.8158891,-93.529839123,44.077837612,-93.529800123,44.077798612,24.2003292509999,1555.73312716999,1148.57668728299,16.2889881129999,13266.3096788189,236.898091633999,-93.52981143676352,44.0778246609892,0.0025569
1063,2021,6162021,71.48,96.426,64.574,78.69173051,0.172687637,0.148571224,0.241416018,0.669674154,56.798,0.01568307,-0.025905024,56.78231693,0.290725154,0.336518411,1.348992725,1.395416488,2,7,237.7037389,-93.529839123,44.077798612,-93.529800123,44.077759612,21.3224655789999,1370.724283854,1148.366861979,16.294869105,13510.1692708329,241.252751668,-93.52981143676352,44.07778566098919,0.0095402
