,Mean.Yld.bu.ac
1542,0.9278623114516356
1543,0.9190562116623675
1544,0.974561349251533
1545,0.9458623535220356
1546,0.9340452342883934
1547,0.912324424504267
1548,0.8933616877475528
1549,0.8990258655283705
1550,0.9474823046134191
1551,0.9306201848157372
1552,0.9217552163527813
1553,0.9624562338270459
1554,0.9494649119458958
1555,0.9738850474325176
1556,0.946260979628265
1557,0.9322933360436889
1558,0.9031510694199458
1559,0.9041092555725974
1560,0.933249430810561
1561,0.9368170233805506
1562,0.9603174628059228
1563,0.9300865659092676
1564,0.8735019491281704
1565,0.8761344548340224
1566,0.9393689225524136
1567,0.8999928597781621
1568,0.8871001518523989
1569,0.8242851017321782
1570,0.8289277389486944
1571,0.8831779180910451
1572,0.9237387229226774
1573,0.9168531742097776
1574,0.9556825472862029
1575,0.9412421703538141
1576,0.9774962915646797
1577,0.8968303197305425
1578,0.8900450228301175
1579,0.8867905669859688
1580,0.9172857812327719
1581,0.9576876094790356
1582,0.9276748653729234
1583,0.9116731981694597
1584,0.9177336965827152
1585,0.920692173831926
1586,0.9991499447090069
1587,0.9492142480685761
1588,0.957973987330133
1589,0.8881186444973483
1590,0.9030882634013977
1591,0.8969159883225237
1592,0.9464546662206255
1593,0.9500835832291221
1594,0.9667457368489849
1595,0.8908753657837742
1596,0.9160557242388583
1597,0.9556840348310351
1598,0.8916488282025892
1599,0.8786623775393039
1600,0.8340206032044495
1601,0.7877237072544259
1602,0.8458143691387343
1603,0.9181899917893501
1604,0.8956626334476814
1605,0.9241806046874135
1606,0.914029132114305
1607,0.9461196551454991
1608,0.8776384469708791
1609,0.8686114693777012
1610,0.9056910376435361
1611,0.9365566779609829
