Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,id_old,X,Y,Height
1065,2022,6232022,58.492,87.824,48.492,67.04685701,0.242944889,0.200470215,0.299844619,0.552149754,68.664,-0.030466921,-0.102332553,68.69446692,0.385449853,0.462266882,1.501470287,1.598202203,3,11,247.2026952,-93.529840931,44.077655119,-93.52980193100002,44.077616119,24.86942971,1598.458069,1145.3521,19.52701829,13804.96152,246.5168925,1265,-93.52985817085933,44.07761144803993,0.21587
1066,2022,6232022,56.108,85.712,48.434,65.42300045,0.242355942,0.208743478,0.317006832,0.565078402,66.882,-0.037638105,-0.094107877,66.9196381,0.400055022,0.45995374,1.527625294,1.604305354,3,12,253.7597533,-93.529840931,44.077616119000005,-93.52980193100002,44.077577119,24.82501633,1595.634302,1145.181411,19.49687279,13781.50273,246.0979883,1266,-93.52985817085933,44.07757244803994,0.23081
1067,2022,6232022,54.321,83.35,46.871,63.49510265,0.244531378,0.21085777,0.319702643,0.562339532,65.508,-0.039560642,-0.096078941,65.54756064,0.403763797,0.463605062,1.534397379,1.611651014,3,13,244.9261127,-93.529840931,44.077577119,-93.52980193100002,44.077538119,24.63019308,1583.128243,1144.999377,19.46301505,13700.84258,244.6576294,1267,-93.52985817085933,44.07753344803994,0.2343
1068,2022,6232022,61.182,90.068,48.906,68.91366237,0.241358399,0.190981818,0.282244196,0.542989741,70.048,-0.022048802,-0.107913827,70.0700488,0.36852214,0.461085013,1.472132327,1.586115969,3,14,249.0282456,-93.529840931,44.077538119,-93.52980193100002,44.077499119,24.52262802,1576.165568,1144.824719,19.41603947,13663.90055,243.9979507,1268,-93.52985817085933,44.077494448039936,0.20819
1069,2022,6232022,57.651,87.304,48.212,66.50820291,0.245105555,0.204566935,0.306513133,0.552231284,68.745,-0.034129018,-0.102539254,68.77912902,0.392700292,0.465561482,1.514353611,1.60725695,3,15,248.2670725,-93.529840931,44.077499119,-93.52980193100002,44.077460119,24.49955514,1574.778247,1144.760746,19.36420466,13617.89541,243.1764333,1269,-93.52985817085933,44.077455448039935,0.20556
107,2022,6232022,60.297,88.608,54.723,69.4783242,0.212827988,0.190127934,0.300598841,0.61758532,62.196,-0.020587542,-0.058910366,62.21658754,0.366989693,0.408191255,1.469525847,1.517767059,34,14,257.2063089,-93.531049931,44.077538119,-93.531010931,44.077499119,28.24602331,1815.716488,1147.376497,18.05234884,14287.58809,255.1352071,245,-93.5310671708593,44.077494448039936,0.31194
1070,2022,6232022,59.043,88.465,49.768,67.79622875,0.23839421,0.199460368,0.301023123,0.562572769,68.119,-0.029424765,-0.095246254,68.14842477,0.383657152,0.454048071,1.498314788,1.586053146,3,16,246.64534,-93.529840931,44.077460119,-93.52980193100002,44.077421119,23.98135651,1541.387344,1144.661899,19.35234077,13430.86867,239.8366809,1270,-93.52985817085933,44.07741644803993,0.20172
1071,2022,6232022,68.38,98.701,50.508,75.2080888,0.248234215,0.181474854,0.260103111,0.511727338,78.514,-0.013644991,-0.128636098,78.52764499,0.351377741,0.476532989,1.443419128,1.59663229,3,17,244.2666356,-93.529840931,44.077421119,-93.52980193100002,44.077382119,23.06900927,1482.685787,1144.578715,19.36569436,12973.2446,231.6648259,1271,-93.52985817085933,44.077377448039925,0.16547
1072,2022,6232022,61.691,92.032,49.372,70.03157119,0.247354529,0.197374498,0.290759073,0.536465577,73.001,-0.027891381,-0.112810261,73.02889138,0.379947499,0.471016295,1.491822146,1.606689046,3,18,237.0222693,-93.529840931,44.077382119,-93.52980193100002,44.077343119,22.76573315,1463.186161,1144.416874,19.40885366,12822.36523,228.9705404,1272,-93.52985817085933,44.07733844803992,0.19217
1073,2022,6232022,62.65,91.868,49.834,70.35192364,0.240537438,0.189091239,0.279106645,0.542452214,71.252,-0.020347244,-0.108148685,71.27234724,0.365127174,0.459929747,1.466368715,1.58249312,3,19,234.8197056,-93.529840931,44.077343119000005,-93.52980193100002,44.077304119,22.99957066,1478.319051,1144.29058,19.46486861,12964.7847,231.5137309,1273,-93.52985817085933,44.077299448039945,0.1744
1074,2022,6232022,60.98,90.551,49.855,69.29060789,0.240692341,0.195148187,0.290835595,0.55057371,70.267,-0.025716783,-0.103055823,70.29271678,0.375978072,0.459029383,1.484929485,1.587947858,3,20,232.285622,-93.529840931,44.077304119,-93.52980193100002,44.077265119,23.04220711,1480.989634,1144.092002,19.47976112,13006.50703,232.2587714,1274,-93.52985817085933,44.07726044803994,0.18012
1075,2022,6232022,57.447,86.275,47.772,65.89308871,0.24239926,0.200581679,0.30044815,0.553717763,67.331,-0.030545082,-0.101278369,67.36154508,0.385647594,0.461242674,1.501819068,1.59694108,3,21,232.3521396,-93.529840931,44.077265119,-93.52980193100002,44.077226119,22.57172171,1450.775781,1144.022811,19.47621956,12990.66751,231.9759333,1275,-93.52985817085933,44.077221448039936,0.18978
108,2022,6232022,63.578,91.943,58.341,72.79960992,0.202635667,0.182386945,0.291881045,0.63453444,61.967,-0.013718192,-0.048001047,61.98071819,0.353030336,0.390069935,1.446144893,1.488139673,34,15,257.9379871,-93.531049931,44.077499119,-93.531010931,44.077460119,28.30164979,1819.364543,1147.404932,18.07043184,14374.99495,256.6960439,246,-93.5310671708593,44.077455448039935,0.3091
1089,2022,6232022,57.942,85.282,49.103,65.93279279,0.228807423,0.190889795,0.290477152,0.575772144,63.519,-0.021646467,-0.085987927,63.54064647,0.368357059,0.437619075,1.471851162,1.55525552,2,4,240.560732,-93.52980193100002,44.077928119,-93.529762931,44.077889119,22.99137001,1477.694853,1146.977641,20.02157777,12856.25788,229.5757701,1291,-93.52981917085934,44.07788444803993,0.23222
109,2022,6232022,64.461,93.247,59.139,73.81879808,0.20282237,0.182527202,0.292039079,0.634218795,62.894,-0.013842018,-0.048201727,62.90784202,0.35328432,0.390403826,1.446564589,1.488674363,34,16,259.4824308,-93.531049931,44.077460119,-93.531010931,44.077421119,28.55258698,1835.553408,1147.567666,18.086866,14519.75168,259.2809802,247,-93.5310671708593,44.07741644803993,0.30742
1090,2022,6232022,53.103,80.983,46.314,61.97623602,0.239300184,0.207926256,0.317641161,0.571897806,62.549,-0.036800443,-0.089486696,62.58580044,0.398618891,0.454534166,1.525017419,1.596089561,2,5,242.30508,-93.52980193100002,44.077889119000005,-93.529762931,44.077850119,24.98060174,1605.607151,1146.714111,19.88424301,13615.1652,243.12768,1292,-93.52981917085934,44.07784544803994,0.22707
1091,2022,6232022,62.711,89.656,52.055,69.95377255,0.219485987,0.176842755,0.268611931,0.580608102,64.546,-0.00910176,-0.082080207,64.55510176,0.342959998,0.422360255,1.429669436,1.521139687,2,6,248.1903044,-93.52980193100002,44.077850119,-93.529762931,44.077811119,26.30726809,1690.965824,1146.424849,19.80829001,13934.24761,248.8255552,1293,-93.52981917085934,44.07780644803994,0.18869
1092,2022,6232022,58.72,87.512,49.83,67.30383209,0.234415003,0.196892609,0.298666003,0.569407624,66.474,-0.027052667,-0.090532587,66.50105267,0.379089182,0.447105832,1.490326975,1.574065682,2,7,260.0853043,-93.52980193100002,44.077811119,-93.529762931,44.077772119,27.02687756,1737.263991,1146.17217,19.82778878,14121.73112,252.1734589,1294,-93.52981917085934,44.07776744803993,0.20774
1093,2022,6232022,59.715,88.176,48.05,67.45292359,0.241404069,0.192445788,0.285063251,0.544932862,68.587,-0.023348865,-0.106695383,68.61034887,0.37114604,0.460875338,1.476613916,1.587445565,2,8,268.6000653,-93.52980193100002,44.077772119,-93.529762931,44.077733119,27.08228982,1740.803984,1145.956405,19.9123874,14196.05924,253.5007507,1295,-93.52981917085934,44.077728448039935,0.19794
1094,2022,6232022,62.433,91.729,48.048,69.81093332,0.248272601,0.19003386,0.276080442,0.523803813,72.977,-0.021377776,-0.120972257,72.99837778,0.366820771,0.474367732,1.469239024,1.603125437,2,9,263.8928463,-93.52980193100002,44.077733119,-93.529762931,44.077694119,26.75570154,1719.782257,1145.793355,20.03138548,14144.44973,252.5791592,1296,-93.52981917085934,44.077689448039926,0.19185
1095,2022,6232022,61.262,89.656,48.911,68.75928277,0.238834482,0.188141905,0.278353446,0.545540733,69.139,-0.019462641,-0.105993625,69.15846264,0.363419706,0.456910079,1.463484705,1.577431356,2,10,259.8496881,-93.52980193100002,44.077694119,-93.529762931,44.077655119,26.55460728,1706.87168,1145.588667,20.12302287,14070.86179,251.2650914,1297,-93.52981917085934,44.077650448039925,0.19886
1096,2022,6232022,60.067,89.065,50.091,68.43421901,0.235778111,0.194445189,0.292787835,0.562409476,67.972,-0.024952942,-0.095057298,67.99695294,0.374722521,0.450012108,1.482760917,1.575204407,2,11,258.9010986,-93.52980193100002,44.077655119,-93.529762931,44.077616119,26.44635873,1699.915531,1145.365004,20.09340689,14052.66604,250.9401788,1298,-93.52981917085934,44.07761144803993,0.19723
1097,2022,6232022,57.559,87.242,48.476,66.51848771,0.244008427,0.204991678,0.308154685,0.555649802,68.449,-0.034455212,-0.100247831,68.48345521,0.393449964,0.463489341,1.515696937,1.604906239,2,12,253.3308311,-93.52980193100002,44.077616119000005,-93.529762931,44.077577119,26.23771216,1686.515116,1145.172734,20.00658258,14014.7585,250.2632579,1299,-93.52981917085934,44.07757244803994,0.22052
1098,2022,6232022,56.702,86.828,49.788,66.4155186,0.239753557,0.209893402,0.321371424,0.573409499,67.166,-0.03851271,-0.088583577,67.20451271,0.402073365,0.455118717,1.53130401,1.599068841,2,13,255.9867903,-93.52980193100002,44.077577119,-93.529762931,44.077538119,26.06397899,1675.342587,1144.979051,19.95726978,13959.1722,249.2706426,1300,-93.52981917085934,44.07753344803994,0.23153
1099,2022,6232022,79.714,107.39,59.781,84.5787638,0.21250441,0.147917736,0.217368425,0.556671943,75.285,0.017050854,-0.09598234,75.26794915,0.289501283,0.415218533,1.347191209,1.482670768,2,14,252.2867037,-93.52980193100002,44.077538119,-93.529762931,44.077499119,26.00280841,1671.335063,1144.809625,19.9616704,13940.9573,248.9453778,1301,-93.52981917085934,44.077494448039936,0.16137
